input 0, model gemma3:4b, multimodal True, temp 0, question_time 5.0179431438446045, answer /gpt-mission-planner/app/gpt_outputs/tmpqj3t0mk4, ret 5.364554405212402, answer /gpt-mission-planner/app/gpt_outputs/tmpsd_9yoga, ret 5.73991322517395, answer /gpt-mission-planner/app/gpt_outputs/tmp_08pj6tx, ret 5.761718034744263, answer /gpt-mission-planner/app/gpt_outputs/tmpsvlwd_0m, ret 1.2565727233886719, answer /gpt-mission-planner/app/gpt_outputs/tmphp2mr3f_, ret 1.0821406841278076, answer /gpt-mission-planner/app/gpt_outputs/tmprx3rfd2i, ret 0.9518718719482422, answer /gpt-mission-planner/app/gpt_outputs/tmpy6198nlf, ret 0.4638633728027344, answer /gpt-mission-planner/app/gpt_outputs/tmpctp9x8d8, ret 0.6822960376739502, answer /gpt-mission-planner/app/gpt_outputs/tmpdwb117l3, ret 0.6032845973968506, answer /gpt-mission-planner/app/gpt_outputs/tmpvgi08pp5, ret 0.8664243221282959, answer /gpt-mission-planner/app/gpt_outputs/tmpgrpwz_bk, succ False
input 7, model qwen2.5-coder:7b, multimodal False, temp 1.0, question_time 7.519907474517822, answer /gpt-mission-planner/app/gpt_outputs/tmp89_urr3a, ret 1.5449841022491455, answer /gpt-mission-planner/app/gpt_outputs/tmpuujvczax, ret 1.6583473682403564, answer /gpt-mission-planner/app/gpt_outputs/tmprab4srog, ret 1.5037732124328613, answer /gpt-mission-planner/app/gpt_outputs/tmpp4jk5fb1, ret 1.6958050727844238, answer /gpt-mission-planner/app/gpt_outputs/tmp41aj5nop, ret 1.5533406734466553, answer /gpt-mission-planner/app/gpt_outputs/tmpyed6dnj7, ret 1.745617151260376, answer /gpt-mission-planner/app/gpt_outputs/tmpledyltuv, ret 1.597938060760498, answer /gpt-mission-planner/app/gpt_outputs/tmpr2o0fta7, ret 1.8132047653198242, answer /gpt-mission-planner/app/gpt_outputs/tmp6td3k2oh, ret 0.9987714290618896, answer /gpt-mission-planner/app/gpt_outputs/tmp_ect9qp5, ret 1.799928903579712, answer /gpt-mission-planner/app/gpt_outputs/tmp1sbsc_cd, succ False
input 8, model qwen2.5-coder:7b, multimodal False, temp 1.0, question_time 4.147794961929321, answer /gpt-mission-planner/app/gpt_outputs/tmp4q2ou13g, ret 1.2089481353759766, answer /gpt-mission-planner/app/gpt_outputs/tmpc2umpd4m, ret 1.0975172519683838, answer /gpt-mission-planner/app/gpt_outputs/tmp99zhokbw, ret 1.1137709617614746, answer /gpt-mission-planner/app/gpt_outputs/tmpi0fq3d4e, ret 1.130187749862671, answer /gpt-mission-planner/app/gpt_outputs/tmpo7ubmd_8, ret 1.1601083278656006, answer /gpt-mission-planner/app/gpt_outputs/tmp5qxs4ixf, ret 1.1794312000274658, answer /gpt-mission-planner/app/gpt_outputs/tmpee9lyq_6, ret 1.202530860900879, answer /gpt-mission-planner/app/gpt_outputs/tmpflag3dav, ret 1.227792739868164, answer /gpt-mission-planner/app/gpt_outputs/tmpu4_finkc, ret 0.8753213882446289, answer /gpt-mission-planner/app/gpt_outputs/tmpr3trhr9s, ret 0.8966450691223145, answer /gpt-mission-planner/app/gpt_outputs/tmppjl6purg, succ False
input 9, model qwen2.5-coder:7b, multimodal False, temp 1.0, question_time 12.206400632858276, answer /gpt-mission-planner/app/gpt_outputs/tmpog7gjwpa, ret 13.265333890914917, answer /gpt-mission-planner/app/gpt_outputs/tmpurc4lnqc, ret 14.88674259185791, answer /gpt-mission-planner/app/gpt_outputs/tmpp954l9qq, ret 10.83909273147583, answer /gpt-mission-planner/app/gpt_outputs/tmpxojv7utu, ret 11.151780366897583, answer /gpt-mission-planner/app/gpt_outputs/tmp95pxz_bw, ret 12.275535583496094, answer /gpt-mission-planner/app/gpt_outputs/tmp94q8drrs, ret 13.428122282028198, answer /gpt-mission-planner/app/gpt_outputs/tmpa9fj811f, ret 11.916455745697021, answer /gpt-mission-planner/app/gpt_outputs/tmpd064k_a4, ret 13.37951397895813, answer /gpt-mission-planner/app/gpt_outputs/tmpnu2skh75, ret 10.42013931274414, answer /gpt-mission-planner/app/gpt_outputs/tmpd7kfezrl, ret 6.176826238632202, answer /gpt-mission-planner/app/gpt_outputs/tmpz1m3bh8r, succ False
input 10, model qwen2.5-coder:7b, multimodal False, temp 1.0, question_time 13.610299587249756, answer /gpt-mission-planner/app/gpt_outputs/tmpnlv68avz, ret 10.365073442459106, answer /gpt-mission-planner/app/gpt_outputs/tmpzpx6cu7e, ret 13.332051038742065, answer /gpt-mission-planner/app/gpt_outputs/tmpgc96_wu2, ret 11.285320043563843, answer /gpt-mission-planner/app/gpt_outputs/tmpomhwe32_, ret 11.0264151096344, answer /gpt-mission-planner/app/gpt_outputs/tmp8h5o8eqs, ret 11.731290102005005, answer /gpt-mission-planner/app/gpt_outputs/tmprwbn_426, ret 10.625823020935059, answer /gpt-mission-planner/app/gpt_outputs/tmprykjydkk, ret 10.36506724357605, answer /gpt-mission-planner/app/gpt_outputs/tmp5fwsagt4, ret 10.949898958206177, answer /gpt-mission-planner/app/gpt_outputs/tmp447jiyrb, ret 10.77350664138794, answer /gpt-mission-planner/app/gpt_outputs/tmpkm3gz6ys, ret 10.780905961990356, answer /gpt-mission-planner/app/gpt_outputs/tmpgiwhcose, succ False
input 0, model llava:7b, multimodal True, temp 0, question_time 9.720749855041504, answer /gpt-mission-planner/app/gpt_outputs/tmpzl6a6s28, ret 9.02216625213623, answer /gpt-mission-planner/app/gpt_outputs/tmpjn0o8162, ret 9.217819452285767, answer /gpt-mission-planner/app/gpt_outputs/tmpzgg0qw5g, ret 9.43533706665039, answer /gpt-mission-planner/app/gpt_outputs/tmpyr3san05, ret 9.434189796447754, answer /gpt-mission-planner/app/gpt_outputs/tmpq0ievr6a, ret 9.435772180557251, answer /gpt-mission-planner/app/gpt_outputs/tmpnu83yi_q, ret 9.435703992843628, answer /gpt-mission-planner/app/gpt_outputs/tmpxpzzcsym, ret 9.430579423904419, answer /gpt-mission-planner/app/gpt_outputs/tmpkvuy8u_7, ret 9.432385921478271, answer /gpt-mission-planner/app/gpt_outputs/tmpl9l5lkif, ret 9.43030071258545, answer /gpt-mission-planner/app/gpt_outputs/tmp24_umjhf, ret 9.436113357543945, answer /gpt-mission-planner/app/gpt_outputs/tmp3cwgg93s, succ False
input 1, model llava:7b, multimodal True, temp 0, question_time 5.2434399127960205, answer /gpt-mission-planner/app/gpt_outputs/tmptnyuy386, ret 3.4578826427459717, answer /gpt-mission-planner/app/gpt_outputs/tmpaeb0vx8d, ret 3.350045680999756, answer /gpt-mission-planner/app/gpt_outputs/tmps4c2lgwp, ret 3.407564401626587, answer /gpt-mission-planner/app/gpt_outputs/tmpeqnfrq5j, ret 3.4628233909606934, answer /gpt-mission-planner/app/gpt_outputs/tmp1i6q2kp9, ret 3.9323818683624268, answer /gpt-mission-planner/app/gpt_outputs/tmpi1ae2cnh, ret 3.950489044189453, answer /gpt-mission-planner/app/gpt_outputs/tmpow8f25c6, ret 3.9520485401153564, answer /gpt-mission-planner/app/gpt_outputs/tmphiet0u9i, ret 3.952989101409912, answer /gpt-mission-planner/app/gpt_outputs/tmp4iw26n17, ret 3.976236343383789, answer /gpt-mission-planner/app/gpt_outputs/tmp2ky2ijp7, ret 4.058804750442505, answer /gpt-mission-planner/app/gpt_outputs/tmpbg1rokdb, succ False
input 2, model llava:7b, multimodal True, temp 0, question_time 6.294834136962891, answer /gpt-mission-planner/app/gpt_outputs/tmpz6bu5b_z, ret 4.01746940612793, answer /gpt-mission-planner/app/gpt_outputs/tmp_5h5e76f, ret 3.9255921840667725, answer /gpt-mission-planner/app/gpt_outputs/tmp05l_46x4, ret 3.9796316623687744, answer /gpt-mission-planner/app/gpt_outputs/tmpkny3b5o1, ret 3.9951751232147217, answer /gpt-mission-planner/app/gpt_outputs/tmpbsrlmb98, ret 4.471815586090088, answer /gpt-mission-planner/app/gpt_outputs/tmp4h5shmiv, ret 4.467349290847778, answer /gpt-mission-planner/app/gpt_outputs/tmp9d6blsnx, ret 4.467049837112427, answer /gpt-mission-planner/app/gpt_outputs/tmp1dq9y6tv, ret 4.4645607471466064, answer /gpt-mission-planner/app/gpt_outputs/tmpeafa_ail, ret 4.466110467910767, answer /gpt-mission-planner/app/gpt_outputs/tmpl_gan886, ret 4.461750745773315, answer /gpt-mission-planner/app/gpt_outputs/tmpr64oh0e5, succ False
input 3, model llava:7b, multimodal True, temp 0, question_time 4.0618250370025635, answer /gpt-mission-planner/app/gpt_outputs/tmpds2fko3g, ret 3.579294204711914, answer /gpt-mission-planner/app/gpt_outputs/tmprqr190us, ret 3.5113978385925293, answer /gpt-mission-planner/app/gpt_outputs/tmpfj29_8u3, ret 3.5731027126312256, answer /gpt-mission-planner/app/gpt_outputs/tmpwzdfyenq, ret 3.627668619155884, answer /gpt-mission-planner/app/gpt_outputs/tmp3eu29ygd, ret 3.6223270893096924, answer /gpt-mission-planner/app/gpt_outputs/tmp_io2kxoi, ret 4.151363134384155, answer /gpt-mission-planner/app/gpt_outputs/tmpjr8jcn29, ret 4.151940584182739, answer /gpt-mission-planner/app/gpt_outputs/tmpt1zhn586, ret 4.15064811706543, answer /gpt-mission-planner/app/gpt_outputs/tmpt4bd_vrz, ret 4.143015146255493, answer /gpt-mission-planner/app/gpt_outputs/tmppty8da2g, ret 4.14579701423645, answer /gpt-mission-planner/app/gpt_outputs/tmp8yw04o82, succ False
input 4, model llava:7b, multimodal True, temp 0, question_time 6.7985265254974365, answer /gpt-mission-planner/app/gpt_outputs/tmpy5h3sayk, ret 6.583288908004761, answer /gpt-mission-planner/app/gpt_outputs/tmptmlgekhw, ret 6.564339637756348, answer /gpt-mission-planner/app/gpt_outputs/tmp25x7zoxh, ret 7.0770111083984375, answer /gpt-mission-planner/app/gpt_outputs/tmp5ue9p7_a, ret 7.0857744216918945, answer /gpt-mission-planner/app/gpt_outputs/tmpuqrii1jr, ret 7.086803674697876, answer /gpt-mission-planner/app/gpt_outputs/tmpk_1jj80u, ret 7.087751626968384, answer /gpt-mission-planner/app/gpt_outputs/tmp84t5xr_t, ret 7.085087776184082, answer /gpt-mission-planner/app/gpt_outputs/tmps7e7yhjs, ret 7.127191781997681, answer /gpt-mission-planner/app/gpt_outputs/tmps322tzg0, ret 7.0860395431518555, answer /gpt-mission-planner/app/gpt_outputs/tmp0uz1z9xi, ret 7.085165739059448, answer /gpt-mission-planner/app/gpt_outputs/tmp_q0ux9sa, succ False
input 5, model llava:7b, multimodal True, temp 0, question_time 8.288192987442017, answer /gpt-mission-planner/app/gpt_outputs/tmp8t4eeblm, ret 7.108353853225708, answer /gpt-mission-planner/app/gpt_outputs/tmpnmdyuf3e, ret 7.0188188552856445, answer /gpt-mission-planner/app/gpt_outputs/tmp3t8mqrvw, ret 7.397246599197388, answer /gpt-mission-planner/app/gpt_outputs/tmpe4q112po, ret 7.395967483520508, answer /gpt-mission-planner/app/gpt_outputs/tmptw28n9ug, ret 7.395243883132935, answer /gpt-mission-planner/app/gpt_outputs/tmpoy4g10vf, ret 7.394857168197632, answer /gpt-mission-planner/app/gpt_outputs/tmplhmrhgkv, ret 7.395360469818115, answer /gpt-mission-planner/app/gpt_outputs/tmpddnwkbv8, ret 7.399594783782959, answer /gpt-mission-planner/app/gpt_outputs/tmps4v32qv5, ret 7.411597490310669, answer /gpt-mission-planner/app/gpt_outputs/tmp1f8c8f3_, ret 7.44106125831604, answer /gpt-mission-planner/app/gpt_outputs/tmpf2xp8kd9, succ False
input 6, model llava:7b, multimodal True, temp 0, question_time 5.436776876449585, answer /gpt-mission-planner/app/gpt_outputs/tmpr94mac4y, ret 4.26247763633728, answer /gpt-mission-planner/app/gpt_outputs/tmpa_n7fk5w, ret 4.189776420593262, answer /gpt-mission-planner/app/gpt_outputs/tmpsyxotdqt, ret 4.261295318603516, answer /gpt-mission-planner/app/gpt_outputs/tmpp999btz9, ret 4.2772204875946045, answer /gpt-mission-planner/app/gpt_outputs/tmpgribvbyx, ret 4.775760173797607, answer /gpt-mission-planner/app/gpt_outputs/tmph3_adfdp, ret 4.774303436279297, answer /gpt-mission-planner/app/gpt_outputs/tmpzr1huogv, ret 4.771654367446899, answer /gpt-mission-planner/app/gpt_outputs/tmp41ke2il0, ret 4.773529291152954, answer /gpt-mission-planner/app/gpt_outputs/tmpltfxrrhn, ret 4.77373480796814, answer /gpt-mission-planner/app/gpt_outputs/tmpbibpt_bs, ret 4.77304744720459, answer /gpt-mission-planner/app/gpt_outputs/tmp12oa2gb3, succ False
input 7, model llava:7b, multimodal True, temp 0, question_time 3.9030141830444336, answer /gpt-mission-planner/app/gpt_outputs/tmp31ajtqaf, ret 3.4676055908203125, answer /gpt-mission-planner/app/gpt_outputs/tmp5o5vuv3p, ret 3.4004299640655518, answer /gpt-mission-planner/app/gpt_outputs/tmpx9iulij7, ret 3.456362724304199, answer /gpt-mission-planner/app/gpt_outputs/tmp27d77siu, ret 3.50895619392395, answer /gpt-mission-planner/app/gpt_outputs/tmpil_2ol41, ret 3.5186574459075928, answer /gpt-mission-planner/app/gpt_outputs/tmpk3yq42tr, ret 4.029639482498169, answer /gpt-mission-planner/app/gpt_outputs/tmpnth06zz9, ret 4.031817436218262, answer /gpt-mission-planner/app/gpt_outputs/tmpxcpnhd9q, ret 4.034851551055908, answer /gpt-mission-planner/app/gpt_outputs/tmpnl010otb, ret 4.031960725784302, answer /gpt-mission-planner/app/gpt_outputs/tmp1wg6a5cj, ret 4.035186052322388, answer /gpt-mission-planner/app/gpt_outputs/tmpq8dzw6ta, succ False
input 8, model llava:7b, multimodal True, temp 0, question_time 7.530919551849365, answer /gpt-mission-planner/app/gpt_outputs/tmpkbqph4fo, ret 10.984802484512329, answer /gpt-mission-planner/app/gpt_outputs/tmpxb_atel5, ret 10.101881742477417, answer /gpt-mission-planner/app/gpt_outputs/tmpzi05506w, ret 10.315934896469116, answer /gpt-mission-planner/app/gpt_outputs/tmpojz4lym0, ret 10.585500478744507, answer /gpt-mission-planner/app/gpt_outputs/tmp4l45covj, ret 10.62066125869751, answer /gpt-mission-planner/app/gpt_outputs/tmpjn0j55oi, ret 10.616711378097534, answer /gpt-mission-planner/app/gpt_outputs/tmpqnacmmf9, ret 10.618007898330688, answer /gpt-mission-planner/app/gpt_outputs/tmplgoabpqt, ret 10.614190578460693, answer /gpt-mission-planner/app/gpt_outputs/tmpd7my0d65, ret 10.603946924209595, answer /gpt-mission-planner/app/gpt_outputs/tmp_1i7t5v_, ret 10.611968994140625, answer /gpt-mission-planner/app/gpt_outputs/tmpkw69sc7k, succ False
input 9, model llava:7b, multimodal True, temp 0, question_time 6.033097743988037, answer /gpt-mission-planner/app/gpt_outputs/tmp53ylm5wp, ret 5.4607367515563965, answer /gpt-mission-planner/app/gpt_outputs/tmpq86rjluo, ret 5.397198677062988, answer /gpt-mission-planner/app/gpt_outputs/tmpu_841y7e, ret 5.46194052696228, answer /gpt-mission-planner/app/gpt_outputs/tmpx9m88ivq, ret 5.913306713104248, answer /gpt-mission-planner/app/gpt_outputs/tmpl1y17zm9, ret 5.917059659957886, answer /gpt-mission-planner/app/gpt_outputs/tmprd5rot1i, ret 5.913247585296631, answer /gpt-mission-planner/app/gpt_outputs/tmpdynwu0no, ret 5.906208515167236, answer /gpt-mission-planner/app/gpt_outputs/tmpwgb3nbus, ret 5.907310247421265, answer /gpt-mission-planner/app/gpt_outputs/tmpf6mq4jq9, ret 5.9097349643707275, answer /gpt-mission-planner/app/gpt_outputs/tmpckkm79hm, ret 5.914010047912598, answer /gpt-mission-planner/app/gpt_outputs/tmp_h7rt_9t, succ False
input 10, model llava:7b, multimodal True, temp 0, question_time 7.698227167129517, answer /gpt-mission-planner/app/gpt_outputs/tmpvcabu5xf, ret 7.374979257583618, answer /gpt-mission-planner/app/gpt_outputs/tmpbnfrw_z1, ret 7.303994655609131, answer /gpt-mission-planner/app/gpt_outputs/tmpv44udy8s, ret 7.817603588104248, answer /gpt-mission-planner/app/gpt_outputs/tmphd39qi62, ret 7.705995798110962, answer /gpt-mission-planner/app/gpt_outputs/tmpcu0krgfg, ret 7.709006071090698, answer /gpt-mission-planner/app/gpt_outputs/tmpuuzxkd4n, ret 7.704697608947754, answer /gpt-mission-planner/app/gpt_outputs/tmptrfy9alo, ret 7.701467752456665, answer /gpt-mission-planner/app/gpt_outputs/tmpvi2y9s1d, ret 7.70187783241272, answer /gpt-mission-planner/app/gpt_outputs/tmpp4kxb3x6, ret 7.707394361495972, answer /gpt-mission-planner/app/gpt_outputs/tmpcgvmu6ea, ret 7.702819347381592, answer /gpt-mission-planner/app/gpt_outputs/tmpn5jyojo6, succ False
input 0, model llava:7b, multimodal True, temp 0.25, question_time 10.39042329788208, answer /gpt-mission-planner/app/gpt_outputs/tmpgb63e3by, ret 13.553126335144043, answer /gpt-mission-planner/app/gpt_outputs/tmpyw422mlx, ret 13.768985748291016, answer /gpt-mission-planner/app/gpt_outputs/tmpf0i4fepo, ret 13.772305965423584, answer /gpt-mission-planner/app/gpt_outputs/tmpw3h2fzoc, ret 13.778281450271606, answer /gpt-mission-planner/app/gpt_outputs/tmp14d40huv, ret 13.767582893371582, answer /gpt-mission-planner/app/gpt_outputs/tmpqlpyxqyb, ret 13.765402793884277, answer /gpt-mission-planner/app/gpt_outputs/tmpvbhg6b7k, ret 13.769132852554321, answer /gpt-mission-planner/app/gpt_outputs/tmpt0s96j05, ret 13.767342329025269, answer /gpt-mission-planner/app/gpt_outputs/tmpodthtalo, ret 13.887212991714478, answer /gpt-mission-planner/app/gpt_outputs/tmp56pqoji8, ret 13.900395393371582, answer /gpt-mission-planner/app/gpt_outputs/tmpoo2bvl_2, succ False
input 1, model llava:7b, multimodal True, temp 0.25, question_time 5.007894039154053, answer /gpt-mission-planner/app/gpt_outputs/tmpb3_dh304, ret 3.6918277740478516, answer /gpt-mission-planner/app/gpt_outputs/tmpglr6k27f, ret 3.611887216567993, answer /gpt-mission-planner/app/gpt_outputs/tmpp_4cp_e6, ret 3.6649200916290283, answer /gpt-mission-planner/app/gpt_outputs/tmppei55vqs, ret 3.7242090702056885, answer /gpt-mission-planner/app/gpt_outputs/tmpdo4vvsv5, ret 4.131528615951538, answer /gpt-mission-planner/app/gpt_outputs/tmpgk7jocxd, ret 3.692931652069092, answer /gpt-mission-planner/app/gpt_outputs/tmpem9v75os, ret 4.225054979324341, answer /gpt-mission-planner/app/gpt_outputs/tmp1wamq77s, ret 4.226323366165161, answer /gpt-mission-planner/app/gpt_outputs/tmpe8d6xiet, ret 4.22594690322876, answer /gpt-mission-planner/app/gpt_outputs/tmpl3rw941x, ret 4.227305173873901, answer /gpt-mission-planner/app/gpt_outputs/tmpmm9qhzwn, succ False
input 2, model llava:7b, multimodal True, temp 0.25, question_time 6.223589658737183, answer /gpt-mission-planner/app/gpt_outputs/tmpve_19ect, ret 4.839608669281006, answer /gpt-mission-planner/app/gpt_outputs/tmpkoty7sa_, ret 4.853822469711304, answer /gpt-mission-planner/app/gpt_outputs/tmpb6978fsg, ret 4.833590507507324, answer /gpt-mission-planner/app/gpt_outputs/tmpxjat4syc, ret 5.239258766174316, answer /gpt-mission-planner/app/gpt_outputs/tmpc60rcog6, ret 5.306907653808594, answer /gpt-mission-planner/app/gpt_outputs/tmpib4qm19h, ret 5.345891714096069, answer /gpt-mission-planner/app/gpt_outputs/tmp4sxuzvy3, ret 5.343638181686401, answer /gpt-mission-planner/app/gpt_outputs/tmpna5j911d, ret 5.34811544418335, answer /gpt-mission-planner/app/gpt_outputs/tmpsl1g3utn, ret 5.3467772006988525, answer /gpt-mission-planner/app/gpt_outputs/tmp5kblz493, ret 5.348655939102173, answer /gpt-mission-planner/app/gpt_outputs/tmpor922m0q, succ False
input 3, model llava:7b, multimodal True, temp 0.25, question_time 7.162290096282959, answer /gpt-mission-planner/app/gpt_outputs/tmpjq4hc_30, ret 9.784303665161133, answer /gpt-mission-planner/app/gpt_outputs/tmp8zgupik5, ret 8.680842399597168, answer /gpt-mission-planner/app/gpt_outputs/tmpocyikl8s, ret 9.157700777053833, answer /gpt-mission-planner/app/gpt_outputs/tmp7x0l74u2, ret 9.14597225189209, answer /gpt-mission-planner/app/gpt_outputs/tmp8yb9nc5l, ret 9.143391609191895, answer /gpt-mission-planner/app/gpt_outputs/tmpb507vd9c, ret 9.146389245986938, answer /gpt-mission-planner/app/gpt_outputs/tmphssvom1y, ret 9.153109788894653, answer /gpt-mission-planner/app/gpt_outputs/tmp_9e0gzxw, ret 9.151899099349976, answer /gpt-mission-planner/app/gpt_outputs/tmp6t3opsn9, ret 9.151288032531738, answer /gpt-mission-planner/app/gpt_outputs/tmpfm8n5uif, ret 9.147083520889282, answer /gpt-mission-planner/app/gpt_outputs/tmp4eqqwdfm, succ False
input 4, model llava:7b, multimodal True, temp 0.25, question_time 4.894590139389038, answer /gpt-mission-planner/app/gpt_outputs/tmpw4lhmrbe, ret 4.269612073898315, answer /gpt-mission-planner/app/gpt_outputs/tmp23j_k9on, ret 4.199325799942017, answer /gpt-mission-planner/app/gpt_outputs/tmp_amoxwid, ret 4.274772882461548, answer /gpt-mission-planner/app/gpt_outputs/tmpilfde0w7, ret 4.296780347824097, answer /gpt-mission-planner/app/gpt_outputs/tmp199ftai9, ret 4.7952775955200195, answer /gpt-mission-planner/app/gpt_outputs/tmpscdi6is7, ret 4.793766975402832, answer /gpt-mission-planner/app/gpt_outputs/tmpxrfvp6u9, ret 4.793825149536133, answer /gpt-mission-planner/app/gpt_outputs/tmpa674bdyr, ret 4.791956901550293, answer /gpt-mission-planner/app/gpt_outputs/tmpigenfd3z, ret 4.795298337936401, answer /gpt-mission-planner/app/gpt_outputs/tmp05jy_hd2, ret 4.792818307876587, answer /gpt-mission-planner/app/gpt_outputs/tmpb9at6__6, succ False
input 5, model llava:7b, multimodal True, temp 0.25, question_time 6.393841743469238, answer /gpt-mission-planner/app/gpt_outputs/tmpary3ttjl, ret 5.3027496337890625, answer /gpt-mission-planner/app/gpt_outputs/tmpxay_z39v, ret 5.225371837615967, answer /gpt-mission-planner/app/gpt_outputs/tmpln2gd7xv, ret 5.283914089202881, answer /gpt-mission-planner/app/gpt_outputs/tmp1yre3k47, ret 5.730286121368408, answer /gpt-mission-planner/app/gpt_outputs/tmpzd12bp96, ret 5.726496934890747, answer /gpt-mission-planner/app/gpt_outputs/tmpl8lp4pvg, ret 5.726329565048218, answer /gpt-mission-planner/app/gpt_outputs/tmp59sbu965, ret 5.731640815734863, answer /gpt-mission-planner/app/gpt_outputs/tmpgywh8sa7, ret 5.732056617736816, answer /gpt-mission-planner/app/gpt_outputs/tmpu53j6clb, ret 5.7335193157196045, answer /gpt-mission-planner/app/gpt_outputs/tmp8xtvtvv_, ret 5.732139587402344, answer /gpt-mission-planner/app/gpt_outputs/tmpue1yt73l, succ False
input 6, model llava:7b, multimodal True, temp 0.25, question_time 7.49573540687561, answer /gpt-mission-planner/app/gpt_outputs/tmpd2__4o90, ret 7.2972424030303955, answer /gpt-mission-planner/app/gpt_outputs/tmp6xk34z8b, ret 7.272669315338135, answer /gpt-mission-planner/app/gpt_outputs/tmp9q847zcj, ret 7.6685755252838135, answer /gpt-mission-planner/app/gpt_outputs/tmpwe_zbtka, ret 7.672868013381958, answer /gpt-mission-planner/app/gpt_outputs/tmpx97uoms6, ret 7.745578765869141, answer /gpt-mission-planner/app/gpt_outputs/tmpgoqliazd, ret 7.904333114624023, answer /gpt-mission-planner/app/gpt_outputs/tmp7lzvf487, ret 7.668247938156128, answer /gpt-mission-planner/app/gpt_outputs/tmp6j8kjbzf, ret 7.671973705291748, answer /gpt-mission-planner/app/gpt_outputs/tmp4yt34jeh, ret 7.6608545780181885, answer /gpt-mission-planner/app/gpt_outputs/tmpwvxki8_2, ret 7.672614097595215, answer /gpt-mission-planner/app/gpt_outputs/tmpayz4tn9q, succ False
input 7, model llava:7b, multimodal True, temp 0.25, question_time 2.303311347961426, answer /gpt-mission-planner/app/gpt_outputs/tmpak8_1ayl, ret 4.310679912567139, answer /gpt-mission-planner/app/gpt_outputs/tmpxuuxymvz, ret 8.718743801116943, answer /gpt-mission-planner/app/gpt_outputs/tmpw8szcgf2, ret 9.208521366119385, answer /gpt-mission-planner/app/gpt_outputs/tmpun9i7yep, ret 9.69359016418457, answer /gpt-mission-planner/app/gpt_outputs/tmpx1oii6ie, ret 9.697145462036133, answer /gpt-mission-planner/app/gpt_outputs/tmp9sb1ispt, ret 9.694029569625854, answer /gpt-mission-planner/app/gpt_outputs/tmp_odfl8hl, ret 9.705055475234985, answer /gpt-mission-planner/app/gpt_outputs/tmpskzcajp7, ret 9.697766542434692, answer /gpt-mission-planner/app/gpt_outputs/tmptmscbzpi, ret 9.706325054168701, answer /gpt-mission-planner/app/gpt_outputs/tmp12c40_ek, ret 9.701512336730957, answer /gpt-mission-planner/app/gpt_outputs/tmpdolp9_da, succ False
input 8, model llava:7b, multimodal True, temp 0.25, question_time 7.908785581588745, answer /gpt-mission-planner/app/gpt_outputs/tmp6lt358tw, ret 6.824224948883057, answer /gpt-mission-planner/app/gpt_outputs/tmpapfskb9t, ret 6.860490083694458, answer /gpt-mission-planner/app/gpt_outputs/tmpsrzh29pl, ret 7.270845174789429, answer /gpt-mission-planner/app/gpt_outputs/tmppgswme0t, ret 7.10239577293396, answer /gpt-mission-planner/app/gpt_outputs/tmpurqwd9ri, ret 7.106963396072388, answer /gpt-mission-planner/app/gpt_outputs/tmp3hi45b33, ret 7.1039814949035645, answer /gpt-mission-planner/app/gpt_outputs/tmpuctuxl30, ret 7.107785701751709, answer /gpt-mission-planner/app/gpt_outputs/tmp6ks5axrx, ret 7.112382888793945, answer /gpt-mission-planner/app/gpt_outputs/tmpz6atde3j, ret 7.104103088378906, answer /gpt-mission-planner/app/gpt_outputs/tmp6lw9lcam, ret 7.100284576416016, answer /gpt-mission-planner/app/gpt_outputs/tmpa_vxbi_h, succ False
input 9, model llava:7b, multimodal True, temp 0.25, question_time 7.980127811431885, answer /gpt-mission-planner/app/gpt_outputs/tmp51tro8nz, ret 7.634650468826294, answer /gpt-mission-planner/app/gpt_outputs/tmp__cao8q3, ret 7.569054841995239, answer /gpt-mission-planner/app/gpt_outputs/tmpavrrultz, ret 7.97240948677063, answer /gpt-mission-planner/app/gpt_outputs/tmplrk9237z, ret 7.972031354904175, answer /gpt-mission-planner/app/gpt_outputs/tmp5hweschb, ret 7.9849560260772705, answer /gpt-mission-planner/app/gpt_outputs/tmpp1nq5csb, ret 7.976560354232788, answer /gpt-mission-planner/app/gpt_outputs/tmph4sov0ur, ret 7.977264642715454, answer /gpt-mission-planner/app/gpt_outputs/tmp8xkaugee, ret 7.976402282714844, answer /gpt-mission-planner/app/gpt_outputs/tmp1nidswb8, ret 7.981693267822266, answer /gpt-mission-planner/app/gpt_outputs/tmpbcsizt1i, ret 7.98278284072876, answer /gpt-mission-planner/app/gpt_outputs/tmphbf42lb_, succ False
